,shop_name,phone_number,address,email,category,website
119,Xưởng May TT Thiết Kế Cao Cấp,0987572263,"35/14/4 Nguyễn Tư Giản, P.12, Q. Gò Vấp, HCM, phường(xã) Phường 12, Quận Gò Vấp, Hồ Chí Minh",,"['Thời trang nữ', 'Thời trang nam', 'Mẹ và bé', 'Sức khỏe & Làm đẹp', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/xuong-may-tt-thiet-ke-cao-cap/
120,,,,,,
121,blackberryshop,0964264364,"249 phạm văn chiêu, phường(xã) Phường 14, Quận Gò Vấp, Hồ Chí Minh",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/blackberryshop/
122,happyshoes5,0983850838,"Số 10 - Ngõ 521 Trương Định, phường(xã) Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,[],https://www.sendo.vn/shop/happyshoes5/
123,MomBi,0982632220,"Tầng 2 Heritage, số 6 Nguyễn Hoàng, tòa nhà Dolphin Plaza, Mỹ Đình II, Hà Nội, phường(xã) Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",,['Mẹ và bé'],https://www.sendo.vn/shop/mombi/
124,myphamsonmac,0352422818,"426 lê Quang định , phường(xã) Phường 11, Quận Bình Thạnh, Hồ Chí Minh",,"['Thời trang nữ', 'Thời trang nam', 'Giày dép']",https://www.sendo.vn/shop/myphamsonmac/
125,UAG Vietnam,0962619191,"7F Nguyễn Thị Minh Khai, phường(xã) Phường Bến Nghé, Quận 1, Hồ Chí Minh",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/uag-vietnam/
126,LuLi Fashion,0989051277,"335/15 Nơ Trang Long, phường(xã) Phường 13, Quận Bình Thạnh, Hồ Chí Minh",,[],https://www.sendo.vn/shop/luli-fashion/
127,,,,,,
128,,,,,,
129,Han Style,0936483843,"15 đường số 9, khu dân cư Trung Sơn, phường(xã) Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",,['Phụ kiện thời trang'],https://www.sendo.vn/shop/hanstyle/
130,Đèn thông minh Tuy Hòa,0943672544,"Thôn Phú Lễ, phường(xã) Xã Hòa Thành, Huyện Đông Hòa, Phú Yên",,['Trang sức'],https://www.sendo.vn/shop/denledtuyhoa/
131,,,,,,
132,Golden Scorpio,0933669154,"582 Trương Công Định, phường(xã) Phường Nguyễn An Ninh, Thành phố Vũng Tàu, Bà Rịa–Vũng Tàu",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/golden-scorpio/
133,Vi Home,0964282427,"241 Liên Khu 4-5, Bình Hưng Hòa B, Bình Tân, phường(xã) Phường Binh Hưng Hoà B, Quận Bình Tân, Hồ Chí Minh",,"['Thời trang nữ', 'Thời trang nam', 'Túi xách']",https://www.sendo.vn/shop/vi-home/
134,AKIRA168,0868004545,"Số 3 ngõ 169 Đường Trung Văn, phường(xã) Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,"['Phụ kiện công nghệ', 'Thiết bị âm thanh', 'Nhà cửa']",https://www.sendo.vn/shop/akira168/
135,ATBoX Shop,0908889860,"34/1 Tân Hoà Đông, phường(xã) Phường 14, Quận 6, Hồ Chí Minh",,['Tivi - Thiết bị giải trí'],https://www.sendo.vn/shop/atbox-shop/
136,Xóm Đồ Phượt,0937531611,"40B Linh Đông, phường(xã) Phường Linh Đông, Quận Thủ Đức, Hồ Chí Minh",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/xomdophuot/
137,kenykyo f2da2,0922806889,"56, đường 32, phường(xã) Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",,['Đời sống'],https://www.sendo.vn/shop/kenykyo-f2da2/
138,Thegioidodung,0976408365," Ngõ 1395 đường Giải Phóng, Quận Hoàng Mai, TP. Hà Nội, phường(xã) Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",,"['Giày dép', 'Mẹ và bé', 'Phụ kiện công nghệ', 'Đồ điện gia dụng', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đồ chơi', 'Đời sống', 'Ô tô - Xe máy', 'Thể thao - Dã ngoại - Giải trí', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/thegioidodung/
139,Giường tầng xuất khẩu,0908808664,"278/31 đường Bình Lời, P.13, phường(xã) Phường 13, Quận Bình Thạnh, Hồ Chí Minh",,['Nhà cửa'],https://www.sendo.vn/shop/giuong-tang-xuat-khau/
140,Điện tử Starmart,0963962727,"29-31 Cao Đức Lân, phường An Phú, Quận 2, phường(xã) Phường An Phú, Quận 2, Hồ Chí Minh",,"['Phụ kiện công nghệ', 'Tivi - Thiết bị giải trí', 'Máy ảnh - Máy quay phim', 'Đồ điện gia dụng', 'Thiết bị âm thanh', 'Đồ chơi']",https://www.sendo.vn/shop/dien-tu-starmart/
141,Urban Ladies,0932021215,"1358/28/99 Quang Trung, phường(xã) Phường 14, Quận Gò Vấp, Hồ Chí Minh",,"['Sức khỏe & Làm đẹp', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/urban-ladies/
142,Biboy Shop,0909458800,"432/1 Lê văn sỹ, phường(xã) Phường 02, Quận Tân Bình, Hồ Chí Minh",,"['Thời trang nữ', 'Thời trang nam']",https://www.sendo.vn/shop/biboy-shop/
143,VietSky,0971000759,"Số 3 Đình An Tài, phường(xã) Phường 07, Quận 8, Hồ Chí Minh",,['Đồ chơi'],https://www.sendo.vn/shop/vietsky/
144,Suisen shop,0933150987,"Đường Tập Đoàn 4 Ngã ba Tân Kim, phường(xã) Xã Tân Kim, Huyện Cần Giuộc, Long An",,"['Giày dép', 'Túi xách', 'Mẹ và bé', 'Nhà cửa', 'Sách & Văn phòng phẩm', 'Đồ chơi', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/suisen-shop/
145,Shop Vương Châu,0965632665,"51 lê vĩnh hoà, phường(xã) Phường Phú Thọ Hoà, Quận Tân Phú, Hồ Chí Minh",,"['Thời trang nữ', 'Phụ kiện công nghệ', 'Thiết bị âm thanh', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đồ chơi', 'Đời sống', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/shop-vuong-chau/
146,,,,,,
147,Rice Beauty,0911409993," 889/14B Trần Xuân Soạn, Tân Hưng, Quận 7, Hồ Chí Minh, phường(xã) Phường Tân Hưng, Quận 7, Hồ Chí Minh",,"['Túi xách', 'Sức khỏe & Làm đẹp', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/ricebeauty/
148,NgocChauBoutique,0938076093,"82/23 Dương Bá Trạc, phường(xã) Phường 02, Quận 8, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/ngocchauboutique/
149,trieutrieuda89,0707529354,"51 đường số 4, phường(xã) Phường 07, Quận Gò Vấp, Hồ Chí Minh",,"['Thời trang nữ', 'Thời trang nam', 'Mẹ và bé', 'Nhà cửa', 'Đời sống']",https://www.sendo.vn/shop/trieutrieuda89/
150,,,,,,
151,hinichishop1,0338463564,"213/34 Liên Khu 4-5 , phường(xã) Phường Binh Hưng Hoà B, Quận Bình Tân, Hồ Chí Minh",,"['Giày dép', 'Túi xách']",https://www.sendo.vn/shop/hinichishop1/
152,Tinh dầu đèn xông Laiana,0949543139,"124/91/23 Phan Huy Ích, phường(xã) Phường 15, Quận Tân Bình, Hồ Chí Minh",,[],https://www.sendo.vn/shop/denxongtinhdaututhiennhien/
153,Boardmach,0935905206,"107/17/5 bành văn trân, phường(xã) Phường 07, Quận Tân Bình, Hồ Chí Minh",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ', 'Thiết bị âm thanh']",https://www.sendo.vn/shop/boardmach/
154,Hàng đặt,0982115986,"Tầng 6 Tòa nhà Hapro Intershop 11C Cát Linh, phường(xã) Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",,"['Nhà cửa', 'Đời sống']",https://www.sendo.vn/shop/hang-dat/
155,mainguyen.hanam b845c,0976551662,"số 24 ngõ 16 nguyễn văn trỗi, phường(xã) Phường Lương Khánh Thiện, Thành phố Phủ Lý, Hà Nam",,"['Mẹ và bé', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/mainguyen-hanam-b845c/
156,Giày ngô thủy,0979355102,"sn 35 ngõ 99/145/2 định cộng hạ quận hoàng mai hà nội, phường(xã) Phường Định Công, Quận Hoàng Mai, Hà Nội",,"['Giày dép', 'Mẹ và bé', 'Đồ điện gia dụng', 'Phụ kiện thời trang', 'Nhà cửa']",https://www.sendo.vn/shop/giay-ngo-thuy/
157,NTSHOPElIE,0966481142,"ngõ 48 phúc minh phúc diễn, Bắc Từ liêm, Hà Nội, phường(xã) Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",,"['Thời trang nữ', 'Giày dép', 'Túi xách', 'Mẹ và bé', 'Phụ kiện công nghệ', 'Thiết bị y tế', 'Đồng hồ', 'Nhà cửa', 'Sức khỏe & Làm đẹp', 'Đồ chơi', 'Ô tô - Xe máy', 'Bách Hóa Tổng Hợp', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/ntshopelie/
158,shopmechip,0986287558,"số 21 hẻm 27/9/50 tổ dân phố phú thứ, tây mỗ từ liêm hà nội, phường(xã) Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/shopmechip/
159,,,,,,
160,YAOURT MICKEY SHOP,0949333369,"1025/8D Cách Mạng Tháng 8 (cư xá tự do), phường(xã) Phường 07, Quận Tân Bình, Hồ Chí Minh",,"['Túi xách', 'Mẹ và bé', 'Thiết bị y tế', 'Phụ kiện thời trang', 'Sức khỏe & Làm đẹp', 'Đồ chơi', 'Đời sống', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/yaourt-mickey-shop/
161,Misa handmade,0909942742,"208 Đào Sư Tích, phường(xã) Xã Phước Lộc, Huyện Nhà Bè, Hồ Chí Minh",,"['Mẹ và bé', 'Phụ kiện thời trang']",https://www.sendo.vn/shop/misa-handmade/
162,,,,,,
163,bơm mini 12v các loại,0907626190,"b12/10d đường liên ấp 1-2-3 ấp 2, phường(xã) Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh",,"['Máy ảnh - Máy quay phim', 'Đồ điện gia dụng', 'Nhà cửa', 'Ô tô - Xe máy', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/bom-mini-12v-cac-loai/
164,,,,,,
165,Venus-Shopvn ,0909362852,"45 Đường 17, phường(xã) Phường Linh Chiểu, Quận Thủ Đức, Hồ Chí Minh",,"['Thời trang nữ', 'Thời trang nam']",https://www.sendo.vn/shop/venus-shopvn/
166,Phân bón cây trồng,0988666215,"Nhà số 12, ngõ 92 Phan Đình Phùng, phường(xã) Xã Đan Phượng, Huyện Đan Phượng, Hà Nội",,['Đời sống'],https://www.sendo.vn/shop/phan-bon-cay-trong/
167,Git Shop,0938166133,"36/9 Bis đường số 18, phường(xã) Phường 08, Quận Gò Vấp, Hồ Chí Minh",,"['Máy ảnh - Máy quay phim', 'Thiết bị âm thanh']",https://www.sendo.vn/shop/gitshop/
168,Daiviet Sport,0969057088,"Số 125 Vũ Tông Phan, Khương Trung, Hà Nội, phường(xã) Phường Khương Trung, Quận Thanh Xuân, Hà Nội",,['Thể thao - Dã ngoại - Giải trí'],https://www.sendo.vn/shop/daiviet-sport/
169,GIANG NATURE,0932434779,"B7/36G ấp 3 Quốc Lộ 50, phường(xã) Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/giangnature/
170,STARWATCH.VN,0904261555,"192 Lạc Trung , phường(xã) Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",,['Đồng hồ'],https://www.sendo.vn/shop/starwatchvn/
171,Hey Shop,0974042704,"số 40 ngõ 296 lĩnh nam hoàng mai hà nội, phường(xã) Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,"['Giày dép', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đời sống', 'Ô tô - Xe máy', 'Thể thao - Dã ngoại - Giải trí', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/hey-shop/
172,Siêu Thị 3G,0914555172,"295/8 Gò Dầu, phường(xã) Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/sieuthi3g/
173,ZENFONE GIÁ RẺ,0989212101,"183/1 Hoàng Hoa Thám, phường(xã) Phường 06, Quận Bình Thạnh, Hồ Chí Minh",,[],https://www.sendo.vn/shop/zenfone-gia-re/
174,angel in us,0338946584,"385 C Nguyễn Trãi , phường(xã) Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",,['Mẹ và bé'],https://www.sendo.vn/shop/angel-in-us/
175,Tất Siêu Rẻ,0934437785,"81 Bùi Ngọc Dương, phường(xã) Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",,"['Mẹ và bé', 'Phụ kiện thời trang']",https://www.sendo.vn/shop/tatsieure/
176,Shop Mina House,0906652696,"70 Lữ Gia, Phường 15, Quận 11, phường(xã) Phường 15, Quận 11, Hồ Chí Minh",,['Mẹ và bé'],https://www.sendo.vn/shop/shop-mina-house/
177,,,,,,
178,VietPhatTECH,0911631806,"7B/2 Thanh thai P14 Q10 HCM, phường(xã) Phường 14, Quận 10, Hồ Chí Minh",,[],https://www.sendo.vn/shop/vietphattech/
179,Shop E,0938743533,"84/1/13A, duong Tay.Lan, phường(xã) Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",,"['Giày dép', 'Túi xách', 'Mẹ và bé', 'Đồ điện gia dụng', 'Phụ kiện thời trang', 'Nhà cửa', 'Sức khỏe & Làm đẹp', 'Đồ chơi', 'Đời sống', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/shop-e/
180,tretho,0568234974,"55 phan van khỏe ,p2,q6, phường(xã) Phường 02, Quận 6, Hồ Chí Minh",,['Đồ chơi'],https://www.sendo.vn/shop/tretho/
181,Chống trộm xe máy Vietel,0978161378,"262 Trần Não, phường(xã) Phường Bình An, Quận 2, Hồ Chí Minh",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/chong-trom-xe-may-viettel/
182,Camon Silver,0974316624,"Số nhà 203B6 Ngách 97/31 Đức Giang, Quận Long Biên, Hà Nội, phường(xã) Phường Đức Giang, Quận Long Biên, Hà Nội",,"['Thời trang nữ', 'Mẹ và bé', 'Trang sức']",https://www.sendo.vn/shop/camon-silver/
183,Thảo Uyên,0935211212,"134 Đường 37, Phường Tân Quy, Quận 7, TP HCM, phường(xã) Phường Tân Quy, Quận 7, Hồ Chí Minh",,"['Thời trang nữ', 'Giày dép', 'Mẹ và bé', 'Đồ điện gia dụng', 'Thiết bị y tế', 'Nhà cửa', 'Sức khỏe & Làm đẹp', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/thao-uyen/
184,Twatch.vn,0974510268,"số 120 đường phạm ngọc thạch, phường(xã) Phường Trung Tự, Quận Đống Đa, Hà Nội",,"['Phụ kiện công nghệ', 'Đồng hồ']",https://www.sendo.vn/shop/twatchvn/
185,VânTay.Shop,0966101226,"104 - ngõ 7- vũ thạnh, phường(xã) Phường Cát Linh, Quận Đống Đa, Hà Nội",,"['Thời trang nữ', 'Túi xách']",https://www.sendo.vn/shop/vantayshop/
186,Laptop HN,0986469609,"Số 20 Ngách 18 Ngõ 469 Nguyễn Trãi, phường(xã) Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",,['Thiết bị âm thanh'],https://www.sendo.vn/shop/laptop-hn/
187,LuxCreuni,0907335778,"273/6 Phan Văn Khỏe, phường(xã) Phường 05, Quận 6, Hồ Chí Minh",,"['Nhà cửa', 'Đời sống', 'Tân Trang Nhà Cửa', 'Trang sức']",https://www.sendo.vn/shop/luxcreuni/
188,thuyusa,0933777880,"342/66 Thoại Ngọc Hầu, phường(xã) Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",,"['Mẹ và bé', 'Nhà cửa', 'Sức khỏe & Làm đẹp', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/thuyusa/
189,Timex Viet Nam,0927280288,"Lầu 2, Số 24 Trường Sơn, Phường 2, Quận Tân Bình, Tp.HCM, phường(xã) Phường 02, Quận Tân Bình, Hồ Chí Minh",,['Đồng hồ'],https://www.sendo.vn/shop/timex-viet-nam/
190,Thanhhien Chocolate & Candy,0914546309,"434/34/1A Bình Quới, phường(xã) Phường 28, Quận Bình Thạnh, Hồ Chí Minh",,"['Nhà cửa', 'Sách & Văn phòng phẩm', 'Đồ chơi', 'Đời sống']",https://www.sendo.vn/shop/lethithanhhien/
191,vTech Store,0987158394,"51 đường 10, phường(xã) Phường Linh Chiểu, Quận Thủ Đức, Hồ Chí Minh",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ', 'Tivi - Thiết bị giải trí', 'Máy ảnh - Máy quay phim', 'Thiết bị âm thanh', 'Phụ kiện thời trang', 'Nhà cửa', 'Sức khỏe & Làm đẹp', 'Ô tô - Xe máy']",https://www.sendo.vn/shop/vtech-store/
192,worker bees,0918104039,"5 Đường 320A Bông Sao, phường(xã) Phường 05, Quận 8, Hồ Chí Minh",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ', 'Máy ảnh - Máy quay phim', 'Thiết bị y tế', 'Thiết bị âm thanh', 'Nhà cửa', 'Ô tô - Xe máy', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/worker-bees/
193,shopthiha,0976303457,"119/47d/20/4 Tân Hòa Đông, phường(xã) Phường 14, Quận 6, Hồ Chí Minh",,"['Thời trang nữ', 'Phụ kiện công nghệ', 'Tivi - Thiết bị giải trí', 'Máy ảnh - Máy quay phim', 'Đồ điện gia dụng', 'Thiết bị y tế', 'Thiết bị âm thanh', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đồ chơi', 'Ô tô - Xe máy', 'Đời sống', 'Thể thao - Dã ngoại - Giải trí', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/shopthiha/
194,TNCCshop,0904531292,"tầng 2 số 6 ngõ 203 Trường Chinh - Khương Mai - Thanh Xuân _ HN, phường(xã) Phường Khương Mai, Quận Thanh Xuân, Hà Nội",,"['Thời trang nam', 'Phụ kiện công nghệ', 'Máy ảnh - Máy quay phim', 'Thiết bị y tế', 'Phụ kiện thời trang', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Ô tô - Xe máy', 'Đời sống', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/tnccshop/
195,Dép Thái,0904906194,"Kiot số 7, Nguyễn Hữu Cảnh (Ngã 3 Chí Linh), phường(xã) Phường Thắng Nhất, Thành phố Vũng Tàu, Bà Rịa–Vũng Tàu",,"['Giày dép', 'Mẹ và bé']",https://www.sendo.vn/shop/dep-thai/
196,SmartPhone Shop,0962799929,"655 Lê Hồng Phong, phường(xã) Phường 10, Quận 10, Hồ Chí Minh",,[],https://www.sendo.vn/shop/smartphone-shop/
197,Anh_Anhh_Shop,0966666485,"214 Xã Đàn, phường(xã) Phường Phương Liên, Quận Đống Đa, Hà Nội",,['Giày dép'],https://www.sendo.vn/shop/anh_anhh_shop/
198,nazin,0909840340,"561 lý thường kiệt, phường(xã) Phường 08, Quận Tân Bình, Hồ Chí Minh",,"['Thời trang nam', 'Thời trang nữ']",https://www.sendo.vn/shop/nazin/
199,Hanghot365,0979274246,"561 Nguyễn Khoái, Hoàng Mai, Hà Nội, phường(xã) Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",,"['Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đời sống', 'Ô tô - Xe máy', 'Bách Hóa Tổng Hợp', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/hanghot365/
200,Miu Cr Miu,0939969697,"503 lô G2 chung cư hùng vương, phường(xã) Phường 11, Quận 5, Hồ Chí Minh",,"['Thời trang nữ', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/miu-cr-miu/
201,Em Pro Shop,0933808606,"154 Trần Quý Cáp, Nha Trang, Khánh Hòa, phường(xã) Phường Phương Sài, Thành phố Nha Trang, Khánh Hòa",,['Thời trang nữ'],https://www.sendo.vn/shop/empro/
202,Bột phèn chua mẹ làm,0975289106,"1/38/8 Trần Bình Trọng, phường(xã) Phường 05, Quận Bình Thạnh, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/hoinachhoichan/
203,Tromviaconyeu,0936149368,"Xóm Dộc Định 1; Thôn Đào Nguyên, phường(xã) Xã An Thượng, Huyện Hoài Đức, Hà Nội",,"['Thời trang nữ', 'Mẹ và bé', 'Phụ kiện thời trang', 'Nhà cửa', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/tromviaconyeu/
204,MinhkhangPC,0977465509,"số 1,Đại định, phường(xã) Xã Tam Hưng, Huyện Thanh Oai, Hà Nội",,"['Thời trang nữ', 'Túi xách', 'Laptop, Máy tính & Thiết bị văn phòng', 'Mẹ và bé', 'Phụ kiện công nghệ', 'Đồ điện gia dụng', 'Thiết bị y tế', 'Thiết bị âm thanh', 'Phụ kiện thời trang', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đồ chơi', 'Ô tô - Xe máy', 'Đời sống', 'Thể thao - Dã ngoại - Giải trí', 'Bách Hóa Tổng Hợp', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/minhkhangpc/
205,HDQ Shop,0903039632,"218 Nam Kỳ Khởi Nghĩa, phường(xã) Phường 06, Quận 3, Hồ Chí Minh",,"['Thời trang nam', 'Thiết bị y tế', 'Đồng hồ', 'Sức khỏe & Làm đẹp', 'Trang sức']",https://www.sendo.vn/shop/hdq-shop/
206,dailyhatdieu.com,0908778049,"49 Đường Số 14, Cư xá Chu Văn An, phường(xã) Phường 26, Quận Bình Thạnh, Hồ Chí Minh",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/dailyhatdieu/
207,Shop Quà Tặng PI PI,0935303371,"Số 3 - Lô 14 , phường(xã) Phường 05, Quận 4, Hồ Chí Minh",,['Đời sống'],https://www.sendo.vn/shop/shop-qua-tang-pi-pi/
208,Hạt điều rang,0901489168,"C18, đường C1, phường(xã) Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/hat-dieu-rang/
209,Gym - Yoga shop,0961145998,"NHÀ 50 NGÕ 117 THÁI HÀ, phường(xã) Phường Trung Liệt, Quận Đống Đa, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/gym---yoga-shop/
210,Ruby's House 0211,0908910770,"306 Nguyễn Duy , phường(xã) 9, Quận 8, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/ruby-s-house-0211/
